BedroomAbvGr,BsmtExposure,BsmtFinSF1,BsmtFinType1,BsmtUnfSF,GarageFinish,GrLivArea,KitchenQual,LotArea,LotFrontage,MasVnrArea,OpenPorchSF,OverallCond,OverallQual,TotalBsmtSF,YearBuilt,SalePrice
3.0,0,0,1,896,1,1344.0,0,6240.0,69.0,0.0,114,4,5,896.0,1936,115000
3.0,1,349,2,23,1,1109.0,0,10500.0,70.0,82.0,0,7,5,372.0,1971,139000
3.0,1,182,5,612,2,1470.0,0,13869.0,69.0,0.0,75,6,6,794.0,1997,177000
2.0,3,852,2,100,1,952.0,0,7350.0,60.0,0.0,0,7,5,952.0,1951,139000
3.0,0,808,5,72,2,1680.0,1,17869.125,69.0,260.0,44,9,6,880.0,1988,222000
3.0,0,196,0,975,0,1516.0,0,10004.0,100.0,180.0,0,6,6,1516.0,1964,167000
3.0,0,1004,5,730,1,1734.0,2,12085.0,93.0,328.0,0,5,8,1734.0,2007,318000
1.0,1,368,5,0,0,1502.0,1,6820.0,69.0,0.0,54,5,8,1488.0,1985,212000
2.0,0,567,5,197,0,1626.0,1,2268.0,36.0,106.0,27,5,7,764.0,2003,173000
3.0,0,0,1,756,1,1469.0,0,10320.0,60.0,0.0,0,7,6,756.0,1906,135000
2.0,0,812,5,280,2,1550.0,1,8125.0,65.0,100.0,168,5,7,1092.0,2006,241000
2.0,0,0,1,1368,1,1368.0,1,6792.0,40.0,94.0,35,5,7,1368.0,2005,202665
4.0,1,0,1,1249,0,2596.0,1,16259.0,107.5,370.0,154,5,9,1249.0,2006,342643
3.0,0,504,3,525,1,1339.0,0,7560.0,70.0,0.0,0,6,5,1029.0,1958,139000
4.0,0,0,1,1195,2,1839.0,0,16770.0,58.0,30.0,81,5,7,1195.0,1998,221000
4.0,1,0,1,1117,1,2452.0,1,13418.0,107.5,132.0,32,5,8,1117.0,2004,309000
3.0,0,0,1,783,2,1509.0,1,7875.0,63.0,0.0,75,5,7,783.0,2003,180000
3.0,0,20,5,1434,0,1434.0,1,8529.0,65.0,0.0,39,5,7,1454.0,2001,189000
3.0,0,1200,5,78,1,1294.0,1,7153.0,69.0,88.0,51,5,6,1278.0,1991,179200
3.0,0,0,1,840,1,1680.0,0,15576.0,63.0,0.0,0,7,6,840.0,1915,177000
3.0,0,814,5,114,1,1721.0,1,8462.0,70.0,105.0,87,5,6,928.0,1994,201000
3.0,0,600,4,264,1,864.0,0,12735.0,69.0,0.0,0,5,4,864.0,1972,111250
3.0,0,549,2,195,1,1501.0,0,2280.0,31.5,360.0,0,5,7,744.0,1999,179400
5.0,0,0,1,662,1,2337.0,0,13600.0,85.0,0.0,57,5,5,662.0,1900,90000
3.0,1,929,5,916,1,1872.0,0,10400.0,80.0,102.0,39,5,7,1845.0,1988,241500
3.0,1,1300,5,230,2,1530.0,1,14572.0,107.5,0.0,36,5,7,1530.0,2004,259000
3.0,0,0,1,742,1,1484.0,0,6300.0,35.0,0.0,291,6,6,742.0,1914,128000
3.0,1,515,5,115,1,630.0,1,1526.0,31.5,0.0,0,8,4,630.0,1970,86000
4.0,0,0,1,1200,1,1200.0,0,11340.0,84.0,0.0,0,5,6,1200.0,1923,125000
4.0,0,896,2,434,2,2761.375,0,12227.0,69.0,415.0,282,7,6,1330.0,1977,272000
3.0,2,564,1,563,0,1445.0,0,12095.0,69.0,115.0,0,6,6,1127.0,1964,158000
3.0,0,0,1,1116,1,1116.0,0,10000.0,87.0,261.0,0,6,6,1116.0,1962,160000
3.0,3,828,5,180,2,2090.0,1,5062.0,69.0,0.0,0,5,7,1190.0,1984,207500
2.0,2,943,5,0,1,943.0,0,7032.0,69.0,0.0,0,5,5,943.0,1979,135960
3.0,0,264,4,712,1,1608.0,1,6171.0,51.0,0.0,16,6,6,976.0,1925,137450
2.0,0,0,1,0,1,1296.0,0,10791.0,72.0,0.0,0,5,4,41.125,1967,90000
3.0,0,116,3,556,1,840.0,0,4388.0,55.0,0.0,0,7,5,672.0,1930,87000
4.0,0,552,4,280,0,1978.0,0,9900.0,69.0,342.0,43,5,7,832.0,1968,176000
3.0,1,867,2,77,0,999.0,2,12122.0,69.0,210.0,76,9,7,944.0,1961,178400
2.0,0,958,3,0,0,958.0,0,4928.0,69.0,0.0,60,6,6,958.0,1976,143750
3.0,0,297,0,556,1,2727.0,1,10570.0,70.0,0.0,74,8,8,853.0,1932,315000
3.0,0,645,4,270,1,1167.0,0,8731.0,98.0,0.0,0,5,5,915.0,1920,144000
3.0,2,536,4,169,0,1851.0,1,9760.0,80.0,340.0,42,8,6,822.0,1964,187000
3.0,0,0,1,1252,1,1252.0,1,10721.0,80.0,243.0,39,6,6,1252.0,1959,142000
2.0,0,0,1,0,1,912.0,0,6240.0,52.0,0.0,0,5,4,41.125,1947,80500
3.0,0,732,5,308,1,1040.0,1,12464.0,82.0,0.0,0,5,5,1040.0,1996,152000
3.0,0,436,5,320,1,1525.0,1,2117.0,69.0,415.0,0,5,6,756.0,2000,177000
4.0,0,281,1,747,2,2452.0,1,16226.0,66.0,0.0,50,5,8,1028.0,1998,267000
3.0,0,1231,5,1969,1,2761.375,1,12692.0,69.0,0.0,75,5,8,2054.125,1992,430000
2.0,2,655,5,201,2,1166.0,1,9587.0,59.0,182.0,0,5,7,856.0,2005,190000
3.0,3,196,0,844,1,1846.0,0,10496.0,78.0,320.0,0,6,6,1040.0,1949,143000
3.0,0,788,2,268,0,1074.0,0,10140.0,78.0,0.0,88,6,5,1056.0,1975,153500
3.0,0,0,1,1264,0,2344.0,1,10208.0,79.0,415.0,0,5,7,1264.0,1996,265000
2.0,0,220,2,625,1,893.0,1,9600.0,60.0,0.0,0,7,5,845.0,1949,135000
3.0,2,994,5,484,2,1493.0,1,13125.0,75.0,215.0,39,5,6,1478.0,1997,208900
4.0,0,0,1,774,2,1968.0,2,12003.0,92.0,84.0,75,5,8,774.0,2009,269500
2.0,0,578,2,426,2,1004.0,0,11241.0,69.0,180.0,0,7,6,1004.0,1970,149000
4.0,3,0,1,810,1,1456.0,0,7585.0,50.0,0.0,0,3,5,810.0,1948,91500
3.0,0,300,0,765,1,1635.0,0,8737.0,70.0,0.0,38,7,6,1065.0,1923,210000
3.0,0,0,1,912,1,1458.0,0,17503.0,78.0,0.0,0,5,6,912.0,1948,97500
2.0,0,883,5,341,2,1224.0,0,4500.0,69.0,415.0,304,5,6,1224.0,1999,165000
2.0,2,16,5,1346,1,1506.0,1,3013.0,43.0,145.0,20,5,7,1362.0,2005,213490
4.0,0,756,3,1380,1,2136.0,0,10680.0,89.0,44.0,30,3,5,2054.125,1951,137900
3.0,0,604,2,92,1,1416.0,1,2572.0,31.5,0.0,44,5,7,696.0,1999,155000
2.0,2,1282,5,1351,0,2633.0,2,11400.0,69.0,415.0,140,5,10,2054.125,2001,466500
3.0,0,0,1,1468,2,1468.0,1,9612.0,74.0,72.0,150,5,8,1468.0,2008,244600
2.0,0,570,1,203,1,773.0,0,7677.0,57.0,0.0,0,5,5,773.0,1953,110000
3.0,0,0,1,630,1,1302.0,0,1680.0,31.5,142.0,0,5,5,630.0,1971,112000
3.0,3,234,1,180,1,900.0,1,7200.0,60.0,0.0,32,7,5,900.0,1951,134800
2.0,0,0,1,884,1,904.0,0,6000.0,50.0,0.0,0,7,6,884.0,1926,119000
3.0,1,1110,0,734,0,1844.0,1,16381.0,69.0,312.0,73,5,6,1844.0,1969,223000
2.0,1,16,5,1357,2,1555.0,1,3182.0,43.0,16.0,20,5,7,1373.0,2005,192500
3.0,0,1213,0,84,2,1297.0,0,8532.0,74.0,415.0,0,6,5,1297.0,1954,153000
4.0,0,0,1,0,1,1529.0,0,8405.0,50.0,0.0,0,3,4,41.125,1945,98000
4.0,0,0,1,0,1,1733.0,0,13680.0,69.0,0.0,0,5,3,41.125,1955,139600
3.0,0,426,5,406,0,1710.0,1,9291.0,76.0,120.0,70,5,6,832.0,1993,187000
3.0,0,0,1,585,2,1868.0,0,12090.0,78.0,74.0,112,7,6,585.0,1984,178000
3.0,0,936,2,190,0,1126.0,0,17400.0,80.0,0.0,41,5,5,1126.0,1977,160000
2.0,0,239,5,312,1,1102.0,1,5105.0,69.0,0.0,60,5,7,551.0,2004,148800
3.0,0,0,1,896,1,1913.0,0,7558.0,57.0,0.0,0,6,6,896.0,1928,177000
1.0,1,1154,5,366,2,1567.0,2,3982.0,53.0,0.0,0,5,8,1520.0,2006,264561
2.0,0,504,0,546,1,1050.0,0,9600.0,80.0,0.0,0,6,5,1050.0,1956,128900
3.0,0,0,1,1580,0,1580.0,1,11932.0,92.0,186.0,24,5,8,1580.0,2007,235128
3.0,3,936,5,364,0,1314.0,1,8640.0,72.0,72.0,112,5,8,1300.0,2009,229456
3.0,0,493,3,1017,1,2761.375,0,10440.0,60.0,0.0,547,7,6,1510.0,1920,256000
4.0,2,462,5,154,0,1688.0,1,12798.0,79.0,0.0,114,5,6,616.0,1997,200000
3.0,0,660,4,572,1,1232.0,0,11120.0,69.0,0.0,0,6,6,1232.0,1984,162500
2.0,0,285,2,276,2,1229.0,0,1418.125,31.5,0.0,0,6,6,561.0,1980,124000
3.0,3,440,4,538,1,1699.0,0,10615.0,107.0,0.0,74,5,3,978.0,1900,95000
2.0,0,0,1,936,1,936.0,0,6000.0,60.0,0.0,32,4,4,936.0,1953,93000
3.0,0,0,1,847,1,1948.0,1,12393.0,41.0,0.0,48,5,7,847.0,2004,195000
4.0,0,1170,5,292,2,2224.0,2,8834.0,74.0,216.0,0,5,9,1462.0,2004,350000
3.0,0,284,4,717,1,2002.0,0,6270.0,82.0,0.0,0,6,5,1001.0,1949,145000
4.0,0,416,0,409,0,1993.0,0,14803.0,69.0,252.0,66,5,6,825.0,1971,190000
3.0,0,700,5,216,0,1861.0,1,13450.0,95.0,0.0,91,5,7,916.0,2002,200000
3.0,0,991,2,50,0,1041.0,0,9600.0,80.0,132.0,88,6,5,1041.0,1959,124500
2.0,0,0,1,960,1,986.0,0,6180.0,60.0,0.0,128,5,6,960.0,1926,102000
2.0,0,0,1,1405,0,1405.0,1,3136.0,69.0,163.0,36,5,7,1405.0,2003,171750
3.0,0,0,1,1226,0,1226.0,1,10402.0,94.0,0.0,36,5,7,1226.0,2009,198900
2.0,3,210,0,0,2,838.0,3,10267.0,55.0,0.0,0,7,6,816.0,1918,130000
2.0,0,203,0,661,1,864.0,0,8212.0,45.0,0.0,0,3,3,864.0,1914,58500
3.0,0,288,5,718,1,1006.0,0,9000.0,69.0,0.0,24,3,5,1006.0,1959,80000
0.0,2,1810,5,32,2,1842.0,1,17869.125,68.0,0.0,72,5,9,1842.0,1981,385000
2.0,2,1400,1,310,0,1710.0,1,13891.0,107.0,415.0,102,5,8,1710.0,2007,372402
4.0,0,0,1,1141,2,2263.0,1,12090.0,93.0,415.0,123,5,8,1141.0,1998,258000
4.0,0,0,1,777,1,2290.0,0,11340.0,60.0,0.0,0,6,4,777.0,1885,122500
3.0,0,419,2,375,0,1100.0,0,12493.0,69.0,0.0,0,5,4,1100.0,1960,141000
4.0,3,865,4,340,2,2117.0,0,12925.0,69.0,0.0,42,7,6,1205.0,1970,237500
3.0,0,0,1,672,1,960.0,0,8926.0,69.0,0.0,0,3,4,672.0,1956,112000
2.0,0,0,1,952,1,1774.0,0,6120.0,51.0,0.0,0,5,7,952.0,1931,129900
2.0,0,336,4,746,1,1082.0,0,11664.0,60.0,206.0,130,5,6,1082.0,1948,119200
2.0,0,144,5,172,1,1122.0,1,12000.0,100.0,0.0,36,7,5,924.0,1948,147000
2.0,3,616,5,722,2,1338.0,1,4920.0,41.0,0.0,0,5,8,1338.0,2001,213500
3.0,0,742,2,130,2,1756.0,0,9303.0,69.0,42.0,122,5,6,872.0,1996,204000
3.0,2,270,3,452,0,1302.0,1,9350.0,85.0,108.0,0,7,6,1302.0,1964,158000
2.0,0,285,2,666,1,951.0,0,8765.0,50.0,0.0,28,6,4,951.0,1936,106500
2.0,0,309,4,174,1,987.0,0,1953.0,31.5,408.0,0,5,6,483.0,1973,83000
2.0,0,980,2,110,2,1090.0,0,7024.0,60.0,0.0,49,5,5,1090.0,2005,157000
3.0,0,408,1,156,1,1604.0,0,10998.0,60.0,0.0,68,5,5,984.0,1941,117000
2.0,0,420,5,336,1,1512.0,1,2117.0,69.0,415.0,32,5,6,756.0,2000,168500
3.0,0,0,1,972,1,1577.0,3,6435.0,65.0,0.0,0,5,6,972.0,1939,140200
3.0,2,125,3,36,0,2167.0,1,17542.0,69.0,0.0,47,7,7,1192.0,1974,294000
3.0,1,506,2,0,1,1212.0,0,8471.0,88.0,46.0,12,7,6,506.0,1977,151000
3.0,1,716,4,253,1,969.0,0,10356.0,107.5,0.0,0,6,5,969.0,1975,122000
2.0,2,459,1,88,1,1072.0,0,3675.0,35.0,80.0,28,5,6,547.0,2005,148000
1.0,2,1218,5,300,0,1518.0,2,12677.0,62.0,415.0,140,5,8,1518.0,2003,274000
3.0,0,593,1,595,1,1188.0,0,17869.125,69.0,189.0,39,7,5,1188.0,1962,157900
3.0,0,0,1,1026,2,1958.0,1,10625.0,85.0,0.0,210,5,7,1026.0,2005,250000
2.0,0,559,2,510,0,1069.0,0,4043.0,53.0,0.0,55,6,6,1069.0,1977,140000
3.0,1,0,1,1753,0,1788.0,2,11838.0,69.0,0.0,151,5,8,1753.0,2001,236500
3.0,0,664,4,290,1,2414.0,0,10800.0,60.0,0.0,0,4,5,954.0,1900,160000
2.0,0,0,1,0,1,720.0,0,6627.0,69.0,0.0,0,6,3,41.125,1949,72500
3.0,0,662,2,599,0,1261.0,0,9120.0,76.0,0.0,0,6,6,1261.0,1958,163000
2.0,0,209,4,506,1,875.0,0,6120.0,51.0,0.0,0,7,5,715.0,1931,105000
2.0,0,0,1,672,1,672.0,0,10200.0,60.0,0.0,0,8,5,672.0,1940,108000
4.0,2,945,1,0,1,980.0,0,9400.0,35.0,250.0,0,5,6,945.0,1975,127500
3.0,0,0,1,672,1,1214.0,0,10410.0,60.0,0.0,0,4,3,672.0,1915,105000
3.0,0,637,4,849,2,1486.0,0,9937.0,75.0,0.0,0,7,5,1486.0,1964,167000
3.0,0,326,3,389,1,1660.0,0,11988.0,74.0,0.0,0,7,6,715.0,1934,188700
3.0,1,611,5,577,1,1217.0,1,9947.0,69.0,0.0,27,5,7,1188.0,1990,173000
3.0,0,275,0,429,1,1564.0,3,12000.0,75.0,0.0,0,7,7,704.0,1941,174500
3.0,1,724,5,64,2,1490.0,1,15384.0,60.0,0.0,75,5,7,788.0,2004,184000
4.0,3,428,4,537,1,2761.375,0,12168.0,78.0,0.0,0,6,8,965.0,1934,359100
3.0,2,679,5,811,0,1501.0,1,10335.0,78.0,183.0,29,5,7,1490.0,1999,204000
3.0,0,0,1,660,2,1320.0,1,7750.0,69.0,0.0,48,5,7,660.0,2003,162000
4.0,0,854,5,371,2,2612.0,1,12203.0,98.0,415.0,0,5,8,1225.0,1998,336000
3.0,0,1036,1,140,1,2761.375,1,17869.125,107.5,0.0,16,4,8,1360.0,1918,235000
5.0,0,0,1,795,1,2230.0,0,6204.0,60.0,0.0,188,5,4,795.0,1912,118500
4.0,0,392,4,768,2,2022.0,0,10005.0,83.0,299.0,117,5,7,1160.0,1977,192000
3.0,0,795,2,0,2,2263.0,1,16659.0,69.0,34.0,250,7,7,795.0,1977,235000
3.0,0,0,1,935,2,1632.0,0,9084.0,63.0,0.0,28,5,7,935.0,1998,176500
1.0,0,786,5,474,2,1288.0,2,14963.0,38.0,0.0,30,5,8,1260.0,1996,245500
3.0,0,570,4,510,1,1080.0,0,9464.0,75.0,135.0,0,7,6,1080.0,1958,136000
3.0,1,340,5,1342,0,1700.0,1,9135.0,70.0,120.0,23,5,6,1682.0,2003,200000
2.0,0,617,3,0,1,1310.0,0,7000.0,50.0,0.0,0,6,6,617.0,1924,112000
2.0,0,442,4,625,1,1067.0,1,9600.0,60.0,0.0,0,7,4,1067.0,1950,128000
4.0,0,0,1,1020,1,1928.0,3,9142.0,69.0,0.0,60,8,6,1020.0,1910,137000
5.0,0,790,1,133,0,2761.375,1,16692.0,80.0,184.0,112,5,7,1392.0,1978,250000
3.0,1,975,5,133,0,2097.0,1,9750.0,75.0,0.0,170,6,7,1108.0,1998,274300
2.0,1,538,1,278,1,816.0,0,5890.0,69.0,0.0,0,8,6,816.0,1930,120500
3.0,1,985,5,595,2,1953.0,1,17869.125,69.0,0.0,231,5,6,1580.0,1992,240000
2.0,0,1158,5,343,2,1659.0,2,5664.0,40.0,0.0,59,5,8,1501.0,2000,278000
3.0,3,306,2,372,1,1779.0,0,17869.125,102.0,0.0,418,4,5,1763.0,1955,170000
2.0,1,16,5,1232,2,1248.0,1,3010.0,43.0,16.0,0,5,7,1248.0,2005,167240
3.0,0,738,1,319,2,1929.0,1,7050.0,69.0,0.0,235,5,7,1057.0,2001,226000
3.0,2,978,2,284,0,1262.0,0,9600.0,80.0,0.0,0,8,6,1262.0,1976,181500
4.0,1,984,5,280,1,2696.0,2,9965.0,77.0,220.0,184,5,7,1264.0,2007,383970
3.0,0,553,5,224,1,894.0,0,8450.0,65.0,0.0,144,8,5,894.0,1965,138500
3.0,0,0,1,482,1,1912.0,0,10800.0,60.0,0.0,25,7,6,482.0,1905,163000
3.0,0,641,4,187,1,965.0,0,7800.0,60.0,0.0,0,5,5,828.0,1965,119900
4.0,1,0,1,912,1,1824.0,0,9400.0,94.0,0.0,0,5,6,912.0,1971,139000
3.0,2,0,1,1753,0,1787.0,1,14781.0,69.0,178.0,150,5,8,1753.0,2001,275000
4.0,0,133,2,1307,1,1440.0,3,12108.0,92.0,270.0,0,4,4,1440.0,1955,118000
3.0,0,280,4,752,1,1252.0,0,9600.0,80.0,0.0,0,5,6,1032.0,1950,119000
2.0,2,1314,5,672,2,1987.0,1,14303.0,91.0,415.0,36,5,8,1986.0,1994,301500
3.0,1,920,4,38,0,1181.0,0,10012.0,90.0,0.0,0,5,4,1138.0,1972,137500
3.0,0,0,1,936,2,1792.0,0,10261.0,93.0,318.0,0,5,6,936.0,2000,186500
2.0,0,0,1,864,1,864.0,0,4060.0,56.0,0.0,96,8,5,864.0,1922,99900
3.0,3,776,2,344,0,1128.0,0,8700.0,80.0,148.0,20,6,5,1120.0,1963,155000
3.0,1,0,1,1088,0,1959.0,1,9000.0,75.0,0.0,46,5,8,1088.0,2006,270000
4.0,0,0,1,756,1,1839.0,0,7700.0,70.0,351.0,124,5,6,756.0,1966,155000
3.0,0,0,1,876,1,904.0,0,7162.0,69.0,41.0,0,7,5,876.0,1966,109900
3.0,3,532,3,364,1,1040.0,1,8800.0,61.0,0.0,0,7,5,1040.0,1977,150500
2.0,0,0,1,918,1,918.0,0,7892.0,55.0,0.0,0,5,6,918.0,1979,99500
3.0,1,674,4,350,0,1520.0,0,9600.0,80.0,164.0,0,6,6,1156.0,1955,153000
3.0,0,822,2,564,2,1411.0,0,11900.0,85.0,209.0,0,5,7,1386.0,1977,82500
3.0,0,319,0,416,1,2058.0,0,9600.0,60.0,0.0,0,5,6,735.0,1917,129500
4.0,1,0,1,697,1,2201.0,1,17869.125,69.0,0.0,236,7,6,697.0,1966,274970
3.0,0,0,1,746,2,1656.0,1,6931.0,60.0,92.0,128,5,7,746.0,2003,165400
3.0,2,1443,5,39,0,1494.0,1,16196.0,69.0,0.0,25,5,7,1482.0,1998,215000
3.0,0,0,1,650,1,1564.0,0,8400.0,70.0,130.0,50,6,6,650.0,1980,171000
3.0,0,282,2,664,1,981.0,0,10530.0,69.0,0.0,312,5,6,981.0,1971,143250
3.0,0,0,1,602,1,1502.0,1,10592.0,55.0,0.0,0,7,6,602.0,1923,165000
2.0,0,895,0,197,2,1092.0,0,14850.0,69.0,0.0,0,5,5,1092.0,1957,141000
3.0,0,182,0,611,1,1520.0,0,4500.0,55.0,0.0,0,5,5,793.0,1932,159434
3.0,1,328,3,285,1,1320.0,0,11777.0,96.0,97.0,68,6,5,1164.0,1966,164500
3.0,3,1039,5,797,2,1836.0,1,11362.0,107.0,42.0,185,5,8,1836.0,2004,280000
4.0,0,0,1,925,1,1889.0,0,10120.0,60.0,0.0,0,4,7,925.0,1910,122000
2.0,0,821,1,299,1,1130.0,0,10800.0,60.0,0.0,0,6,5,1120.0,1920,120000
3.0,0,719,1,660,2,2398.0,1,11787.0,95.0,415.0,60,5,7,1379.0,1996,315750
3.0,3,297,0,0,1,1991.0,0,11275.0,69.0,415.0,0,7,6,854.0,1932,220000
2.0,1,1260,5,578,1,1838.0,2,14601.0,85.0,415.0,68,5,9,1838.0,2006,315000
4.0,0,371,2,292,2,1352.0,0,9364.0,80.0,143.0,36,7,6,663.0,1969,158000
3.0,0,919,5,801,2,1720.0,1,10593.0,59.0,338.0,56,5,7,1720.0,1996,260400
4.0,0,319,0,539,2,1716.0,0,9247.0,70.0,318.0,84,6,6,858.0,1962,171000
3.0,0,588,2,411,1,999.0,1,7758.0,69.0,0.0,132,7,5,999.0,1962,132500
3.0,0,310,1,370,2,1470.0,0,9765.0,69.0,68.0,63,8,6,680.0,1993,185000
2.0,0,1024,5,108,2,1132.0,1,7024.0,60.0,0.0,64,5,4,1132.0,2005,176000
4.0,3,0,1,1163,2,1674.0,0,17869.125,66.0,0.0,36,7,6,1163.0,1918,185000
2.0,0,266,5,1139,2,1337.0,1,4060.0,34.0,0.0,68,5,6,1405.0,1998,181000
3.0,0,0,1,1349,1,1349.0,0,8450.0,65.0,108.0,55,5,7,1349.0,2000,179000
3.0,0,1148,4,0,1,1148.0,0,7931.0,70.0,0.0,0,5,5,1148.0,1959,132500
3.0,0,226,3,192,0,1683.0,0,11184.0,70.0,92.0,0,5,6,918.0,1978,172500
3.0,0,0,1,546,1,1344.0,0,1533.0,31.5,0.0,0,6,4,546.0,1970,97000
3.0,0,0,1,1140,1,1696.0,0,13673.0,40.0,0.0,30,5,5,1140.0,1962,143900
3.0,0,0,1,0,0,882.0,0,8339.0,69.0,0.0,0,7,5,41.125,1959,106500
3.0,0,0,1,712,2,1895.0,1,10832.0,69.0,0.0,46,5,7,712.0,1994,194500
2.0,0,0,1,894,1,894.0,0,6600.0,60.0,0.0,0,5,5,894.0,1962,109500
4.0,0,540,2,324,0,1812.0,0,7590.0,69.0,288.0,168,5,5,864.0,1962,169500
3.0,0,394,1,586,1,1714.0,0,10421.0,80.0,42.0,66,5,7,980.0,1988,196500
3.0,0,814,5,300,1,1114.0,1,13695.0,66.0,0.0,78,5,6,1114.0,2003,155000
3.0,1,0,1,1689,0,1689.0,1,9849.0,83.0,0.0,56,6,7,1689.0,2007,248328
3.0,0,368,0,359,1,1376.0,0,9492.0,79.0,0.0,0,5,5,768.0,1941,105000
4.0,2,1410,1,542,2,2704.0,2,13860.0,75.0,0.0,111,7,8,1952.0,1972,345000
3.0,1,990,5,309,0,1872.0,2,11885.0,69.0,108.0,122,5,8,1299.0,2001,261500
2.0,2,696,4,162,1,858.0,0,7207.0,50.0,0.0,0,7,5,858.0,1958,116500
3.0,0,375,1,250,1,864.0,1,6960.0,60.0,0.0,0,6,4,864.0,1970,120500
3.0,1,1059,5,567,1,1668.0,1,11248.0,90.0,215.0,45,5,9,1626.0,2002,285000
2.0,0,108,2,350,1,835.0,0,10625.0,85.0,0.0,0,5,5,458.0,1920,83000
2.0,0,812,3,124,1,1128.0,0,9000.0,75.0,0.0,0,5,5,936.0,1954,118000
3.0,0,0,1,1064,1,1639.0,0,10480.0,51.0,0.0,0,5,6,1064.0,1936,115000
2.0,0,698,2,420,1,1214.0,0,9170.0,70.0,0.0,0,7,5,1214.0,1965,140000
4.0,0,298,0,429,1,1556.0,0,11700.0,78.0,0.0,0,6,6,727.0,1968,154000
2.0,1,659,5,705,0,1364.0,1,7052.0,43.0,240.0,36,5,7,1364.0,2005,185850
4.0,0,0,1,964,2,2236.0,1,13006.0,69.0,285.0,0,5,7,964.0,1997,222000
2.0,2,975,5,0,1,1004.0,0,10530.0,78.0,90.0,0,5,6,975.0,1977,135000
2.0,0,0,1,1121,0,1121.0,0,8546.0,80.0,0.0,64,5,4,1121.0,2003,140000
3.0,0,570,0,891,0,1721.0,0,10335.0,78.0,0.0,96,6,5,1461.0,1968,180000
3.0,1,0,1,1316,2,1316.0,1,11175.0,103.0,0.0,20,5,7,1316.0,2007,200141
3.0,0,643,0,445,1,1324.0,0,8658.0,84.0,101.0,138,5,6,1088.0,1965,160000
1.0,1,1036,5,184,0,1360.0,1,5814.0,69.0,0.0,0,5,8,1220.0,1984,187500
3.0,0,0,1,1194,0,1194.0,0,8760.0,73.0,220.0,0,6,6,1194.0,1959,148000
1.0,1,1445,5,411,2,1856.0,2,11394.0,88.0,350.0,0,2,9,1856.0,2010,394432
3.0,0,450,4,432,1,900.0,0,9819.0,69.0,31.0,0,5,5,882.0,1967,122000
3.0,0,312,2,444,1,1134.0,0,8160.0,60.0,0.0,0,6,5,756.0,1940,126000
3.0,0,690,2,114,2,1961.0,1,12209.0,71.0,0.0,192,5,6,804.0,2001,215000
2.0,0,816,1,0,2,816.0,0,6600.0,60.0,0.0,0,8,5,816.0,1982,138000
3.0,0,492,4,402,1,894.0,0,8724.0,107.5,0.0,0,5,5,894.0,1968,129000
3.0,0,334,4,212,0,1092.0,0,1974.0,69.0,0.0,96,5,4,546.0,1973,83500
3.0,3,500,0,594,1,1094.0,0,10452.0,85.0,216.0,0,5,6,1094.0,1953,155000
2.0,0,296,2,230,2,1811.0,2,14115.0,90.0,0.0,0,7,6,1073.0,1956,230000
3.0,0,0,1,0,1,1294.0,0,10800.0,60.0,0.0,114,7,4,41.125,1900,106250
3.0,0,739,5,318,0,2034.0,1,9375.0,69.0,415.0,36,5,7,1057.0,1997,219500
3.0,0,733,4,520,0,1253.0,0,10920.0,69.0,212.0,213,5,6,1253.0,1960,157000
4.0,0,1216,3,0,2,2514.0,0,11170.0,69.0,0.0,0,5,7,1216.0,1990,250000
3.0,3,740,4,184,0,1154.0,0,11000.0,69.0,200.0,58,6,5,1154.0,1966,154000
3.0,0,0,1,728,0,1456.0,0,15578.0,105.0,0.0,0,5,6,728.0,2006,172785
3.0,0,0,1,982,2,1800.0,0,8123.0,60.0,16.0,63,5,6,982.0,2000,179000
3.0,0,0,1,660,1,1656.0,0,10410.0,60.0,0.0,0,7,5,660.0,1916,135000
3.0,3,1163,5,89,1,2365.0,1,9430.0,82.0,415.0,128,5,8,1252.0,1999,337000
3.0,3,946,5,490,1,1436.0,1,8450.0,65.0,266.0,98,5,7,1436.0,2004,210000
3.0,1,539,2,490,0,1062.0,0,11333.0,69.0,0.0,0,5,6,1029.0,1976,146800
3.0,0,626,2,170,1,1466.0,1,10800.0,60.0,0.0,21,8,5,796.0,1936,170000
3.0,1,899,2,210,1,1155.0,1,11782.0,88.0,0.0,0,7,5,1109.0,1961,148000
3.0,1,810,5,726,0,1536.0,1,9135.0,70.0,113.0,74,5,7,1536.0,2002,214000
3.0,2,523,1,448,1,971.0,0,9920.0,69.0,0.0,0,6,5,971.0,1969,128500
3.0,1,819,5,184,1,1003.0,0,7937.0,37.0,0.0,0,6,6,1003.0,1984,142500
3.0,2,690,5,814,2,1504.0,1,11883.0,73.0,196.0,66,5,7,1504.0,1996,203000
4.0,0,220,0,708,1,1920.0,0,11345.0,95.0,415.0,0,5,5,928.0,1948,137000
3.0,0,916,2,326,1,1242.0,0,9600.0,80.0,320.0,0,6,7,1242.0,1973,175500
4.0,0,275,5,877,0,2340.0,1,9042.0,66.0,0.0,60,9,7,1152.0,1941,266500
3.0,0,0,1,1649,0,1661.0,1,12137.0,48.0,415.0,34,5,7,1649.0,1998,224900
3.0,0,751,4,392,0,1113.0,0,7917.0,69.0,174.0,30,7,6,1143.0,1976,148000
3.0,0,384,2,363,1,1230.0,0,4712.0,51.0,0.0,57,7,4,747.0,1946,121600
